CustomerID,CLV,TenureMonths,AvgOrderValue,TotalOrders,RepeatRate,ReferralCount,SignupDate,LastOrderDate,CustomerSegment,Region,EmailEngagement,MobileAppUsage,SupportInteractions,SatisfactionScore,ChurnRisk,PromoUsageRate,AvgDeliveryTime,CartAbandonRate,ReviewCount
CUST02518,9131.05,36,313.98,72,0.74,19,2022-11-04,2023-04-20,New,North,0.3,0.34,0,1.4,0.17,0.22,5.99,0.02,77
CUST01362,3790.75,4,117.34,3,0.49,8,2023-05-31,2022-01-05,Returning,South,0.78,0.77,9,1.6,0.84,0.6,2.81,0.1,82
CUST00440,5193.94,31,461.84,2,0.63,2,2023-12-24,2023-04-30,New,East,0.27,0.28,0,2.0,0.44,0.58,4.54,0.32,74
CUST02777,6742.65,44,133.5,48,0.69,8,2023-05-17,2023-07-18,VIP,North,0.45,0.34,7,2.7,0.64,0.27,7.79,0.24,11
CUST02500,7117.73,11,33.64,35,0.44,10,2023-11-01,2022-07-16,Returning,South,0.29,0.32,3,2.5,0.41,0.36,3.47,0.26,42
CUST00386,3608.33,56,382.67,19,0.21,8,2023-01-19,2023-10-31,Returning,West,0.26,0.61,2,4.1,0.63,0.96,7.78,0.45,3
CUST01515,5868.28,1,264.39,48,0.27,5,2023-05-07,2023-07-14,Returning,North,0.09,0.17,5,3.9,0.7,0.62,4.66,0.0,0
CUST01348,6063.26,36,34.31,29,0.41,10,2023-12-23,2023-07-14,Returning,North,0.75,0.46,5,2.4,0.3,0.98,8.57,0.28,97
CUST00714,407.71,10,167.23,89,0.2,7,2023-12-26,2023-05-31,New,North,0.91,0.54,1,3.4,0.69,0.83,1.16,0.15,19
CUST01395,5814.64,5,481.05,23,0.8,9,2023-05-09,2022-06-01,VIP,South,0.95,0.82,0,1.8,0.05,0.21,7.92,0.23,19
CUST00736,9168.31,34,426.22,81,0.33,10,2023-05-06,2023-06-08,New,South,0.7,1.0,6,2.0,0.77,0.96,3.14,0.28,70
CUST00653,6765.06,13,195.53,61,0.89,18,2022-12-18,2022-10-17,Returning,East,0.03,0.29,6,2.1,0.09,0.8,9.03,0.18,88
CUST01875,4130.74,5,28.91,67,0.75,15,2022-08-03,2023-08-09,Returning,West,0.1,0.79,8,4.5,0.55,0.35,1.18,0.12,18
CUST02916,2399.54,35,462.73,80,0.42,9,2023-05-27,2023-04-11,Returning,South,0.97,0.54,4,2.9,0.67,0.4,2.44,0.24,61
CUST00190,5628.79,36,236.5,96,0.73,17,2023-05-22,2023-06-16,Returning,East,0.73,0.02,3,4.1,0.32,0.18,3.53,0.46,34
CUST01105,974.27,3,347.19,46,0.84,11,2023-07-20,2023-01-14,New,North,0.49,0.65,0,4.7,0.14,0.17,3.98,0.25,36
CUST02409,468.0,21,322.65,47,0.84,9,2022-10-26,2023-02-04,Returning,South,0.31,0.85,1,3.4,0.69,0.27,1.69,0.14,42
CUST01698,1359.33,52,320.85,18,0.47,13,2022-07-17,2023-07-03,Returning,North,0.02,0.91,1,4.2,0.05,0.77,5.42,0.46,24
CUST00036,7721.65,31,356.58,67,0.7,8,2022-04-30,2022-11-11,VIP,North,0.63,0.66,7,4.6,0.04,0.2,3.88,0.11,9
CUST00155,873.53,20,105.83,91,0.71,10,2022-11-26,2022-06-26,VIP,East,0.03,0.11,8,3.2,0.94,0.93,3.62,0.46,15
CUST02050,7393.85,43,40.67,61,0.48,13,2022-09-30,2022-03-28,New,South,0.08,0.79,7,2.7,0.64,0.28,8.09,0.21,64
CUST01167,4660.21,57,210.31,69,0.78,7,2022-01-31,2023-03-05,Returning,East,0.65,0.63,8,4.7,0.15,0.25,2.56,0.27,1
,3020.15,56,222.97,47,0.86,10,2023-05-17,2023-06-12,Returning,South,0.04,0.58,4,4.1,0.21,0.18,8.88,0.28,94
CUST01130,2086.57,52,84.62,94,0.22,18,2023-12-28,2023-04-17,New,North,0.77,0.14,6,1.4,0.04,0.23,6.28,0.06,65
CUST02704,9651.23,7,392.51,42,0.23,19,2023-02-28,2022-07-14,VIP,West,0.92,0.11,5,3.7,0.37,0.9,2.19,0.36,92
,3422.81,52,199.06,5,0.75,19,2023-09-19,2023-08-15,New,North,0.47,0.96,8,1.6,0.53,0.16,7.83,0.36,50
CUST00323,9774.55,29,359.47,10,0.55,3,2022-07-04,2022-09-13,VIP,North,0.84,0.89,2,4.4,0.05,0.12,5.13,0.01,3
CUST00675,4062.6,33,80.39,81,0.62,10,2023-06-08,2023-10-04,Returning,North,0.87,0.28,5,2.6,0.05,0.55,8.09,0.12,95
CUST00994,4568.65,41,305.42,94,0.57,3,2023-04-14,2022-04-16,New,North,0.63,0.19,4,3.3,0.5,0.53,7.28,0.14,82
CUST02597,9531.93,29,162.64,12,0.8,12,2023-06-21,2023-04-21,Returning,North,0.78,0.22,4,1.6,0.15,0.09,4.55,0.47,71
CUST02912,7223.0,21,493.67,34,0.14,16,2022-01-06,2023-12-13,VIP,North,0.94,0.32,1,3.9,0.54,0.92,8.18,0.07,92
CUST01873,5589.31,5,314.61,34,0.64,17,2022-06-06,2022-08-16,Returning,East,0.39,0.51,7,3.5,0.02,0.19,3.25,0.36,37
CUST02672,6046.81,46,200.85,49,0.17,14,2022-05-16,2022-04-19,New,West,0.12,0.17,0,3.1,0.8,0.04,7.03,0.1,82
CUST01223,2032.49,11,235.84,15,0.37,13,2022-10-22,2022-09-16,Returning,West,0.73,0.43,9,2.8,0.98,0.73,7.15,0.35,47
CUST02587,5684.75,36,199.52,63,0.5,1,2023-07-25,2023-10-07,Returning,East,0.52,0.99,5,5.0,0.51,0.0,7.75,0.1,73
CUST00756,1016.8,44,52.43,51,0.15,1,2022-04-11,2022-04-27,VIP,East,0.43,0.35,6,2.9,0.69,0.5,7.54,0.32,91
CUST02591,4954.67,43,468.51,25,0.62,13,2023-01-20,2023-10-16,New,East,0.07,0.22,4,4.4,0.5,0.71,4.62,0.07,96
CUST02504,6976.01,27,254.9,7,0.65,7,2023-02-09,2023-05-16,VIP,East,0.95,0.75,9,2.7,0.17,0.92,8.78,0.48,75
CUST01523,8572.65,6,496.04,82,0.68,1,2023-04-06,2022-03-20,VIP,East,0.44,0.71,1,1.3,0.26,0.13,5.17,0.31,17
CUST01612,3252.99,1,29.48,91,0.76,16,2022-04-15,2023-02-07,Returning,North,0.12,0.76,9,2.5,0.37,0.16,5.2,0.48,9
CUST00084,215.42,53,159.66,33,0.54,10,2022-10-12,2023-11-25,Returning,East,0.27,0.06,8,1.4,0.12,0.66,9.39,0.41,8
CUST01154,9969.99,39,487.96,79,0.63,13,2022-08-03,2022-01-03,Returning,East,0.64,0.34,1,1.8,0.06,0.26,7.08,0.09,72
CUST02325,515.92,6,156.01,51,0.39,0,2022-04-01,2023-09-09,VIP,South,0.74,0.25,6,4.1,0.46,0.56,6.34,0.11,14
CUST00860,4484.53,35,244.2,44,0.54,14,2022-10-31,2023-06-11,Returning,North,0.94,0.77,2,1.3,0.11,0.23,7.8,0.08,44
CUST01279,9986.11,19,440.91,64,0.62,4,2022-06-11,2022-02-08,Returning,East,0.34,0.13,4,1.9,0.82,0.12,9.15,0.01,12
CUST01457,8815.4,42,145.75,96,0.86,1,2023-06-17,2022-08-20,Returning,South,0.71,0.1,1,4.1,0.27,0.16,4.61,0.48,4
CUST00083,2427.94,20,233.72,79,0.31,9,2023-04-02,2023-02-23,VIP,South,0.64,0.35,5,3.9,0.47,0.03,9.81,0.34,43
CUST01089,2651.83,43,431.51,52,0.48,13,2022-12-06,2023-10-19,VIP,East,0.2,0.55,9,1.8,0.9,0.22,7.47,0.32,5
CUST00880,1585.78,34,280.91,71,0.15,4,2022-06-01,2022-03-06,VIP,East,0.59,0.56,4,1.4,0.33,0.47,8.99,0.41,89
CUST01991,9662.78,53,111.53,83,0.59,6,2022-07-14,2022-03-04,Returning,East,0.59,0.05,7,2.4,0.32,1.0,5.6,0.34,92
CUST00328,883.14,24,67.03,59,0.28,3,2023-05-18,2023-05-03,VIP,South,0.42,0.04,7,4.3,0.36,0.82,1.29,0.41,32
CUST00720,2810.91,56,182.78,82,0.85,13,2022-12-12,2022-02-15,Returning,South,0.87,0.37,2,4.3,0.02,0.62,2.38,0.28,82
CUST02785,9792.11,25,160.92,46,0.84,4,2023-12-08,2023-09-09,VIP,North,0.97,0.45,1,4.3,0.91,0.86,5.04,0.28,17
CUST02276,2801.85,49,87.48,61,0.55,4,2022-10-06,2022-07-18,Returning,South,0.73,0.19,1,3.3,0.39,0.47,5.66,0.21,93
,7054.14,29,39.91,73,0.73,8,2023-06-04,2023-07-19,VIP,South,0.61,0.85,0,2.2,0.23,0.24,6.86,0.34,28
CUST00343,3464.32,20,336.93,70,0.24,0,2022-06-15,2022-01-16,VIP,South,0.04,0.92,1,2.6,0.68,0.78,2.25,0.32,53
CUST02153,4256.07,38,308.89,21,0.17,11,2023-03-21,2022-01-08,VIP,East,0.48,0.18,9,3.1,0.86,0.09,7.47,0.08,70
CUST00438,6596.26,18,228.64,11,0.74,11,2023-08-10,2022-10-29,Returning,East,0.66,0.59,8,3.8,0.58,0.09,2.65,0.4,71
CUST00163,2643.5,18,258.21,63,0.26,2,2022-05-13,2022-11-29,Returning,West,0.22,0.12,0,4.1,0.61,0.28,4.57,0.06,68
,4704.57,47,274.19,72,0.19,8,2022-04-07,2022-03-13,VIP,South,0.13,0.78,8,4.7,0.64,0.97,5.76,0.15,66
CUST01843,2736.06,13,391.48,30,0.2,13,2023-05-22,2022-10-17,New,East,0.58,0.99,2,1.7,0.83,0.03,2.82,0.19,81
CUST01059,2539.28,13,286.9,65,0.18,11,2023-12-12,2022-06-22,Returning,East,0.83,0.99,8,3.1,0.67,0.26,7.69,0.06,1
CUST01715,2455.42,13,344.77,48,0.21,12,2023-01-29,2023-02-23,VIP,South,0.82,0.84,2,4.8,0.83,0.49,6.93,0.39,31
CUST01937,3589.27,52,301.76,77,0.57,0,2022-02-25,2022-05-05,Returning,West,0.68,0.19,0,2.4,0.23,0.76,9.07,0.17,13
CUST00807,3418.97,50,318.92,73,0.62,0,2022-02-10,2023-12-18,New,North,0.35,0.05,6,1.1,0.68,0.99,1.23,0.29,51
CUST01071,5815.92,1,202.43,43,0.11,2,2023-08-11,2023-11-23,VIP,East,0.31,0.0,2,3.5,0.67,0.09,7.8,0.34,56
CUST02297,9628.35,39,304.05,32,0.12,6,2022-03-20,2022-04-02,New,East,0.28,0.07,9,4.9,0.52,0.07,3.62,0.14,3
CUST00984,6653.5,54,419.03,56,0.43,8,2022-11-01,2023-07-03,Returning,South,0.93,0.94,1,2.4,0.49,0.28,2.86,0.18,33
CUST02980,5914.28,36,438.57,25,0.77,1,2022-12-04,2023-04-07,Returning,South,0.09,0.58,5,1.5,0.81,0.8,8.86,0.36,94
CUST01781,6383.72,8,67.82,82,0.46,6,2022-07-26,2022-12-22,VIP,South,0.9,0.72,2,3.9,0.15,0.69,5.94,0.39,5
CUST01046,1249.69,29,248.2,87,0.57,8,2022-06-11,2023-05-13,New,East,0.84,0.41,5,2.2,0.36,0.26,3.6,0.48,2
CUST01087,4349.46,54,201.44,17,0.43,1,2023-05-26,2022-09-05,New,East,0.02,0.68,7,1.2,0.97,0.84,2.24,0.4,24
CUST02500,709.19,27,360.5,19,0.13,8,2022-06-11,2023-04-30,New,West,0.97,0.62,4,4.2,0.03,0.63,4.35,0.21,53
CUST00470,1862.51,9,84.51,82,0.27,0,2023-11-03,2023-04-30,Returning,South,0.81,0.89,8,2.9,0.48,0.66,3.01,0.1,10
CUST00548,830.45,32,436.37,37,0.87,12,2023-04-06,2023-02-25,New,West,0.35,0.19,8,1.9,0.19,0.91,4.45,0.25,36
CUST01851,274.04,41,86.73,7,0.5,10,2023-06-20,2022-09-06,Returning,West,0.98,0.47,5,1.3,0.07,0.54,1.55,0.38,69
CUST02345,5458.81,29,276.37,82,0.29,13,2023-10-14,2023-01-06,VIP,North,0.57,0.21,9,2.0,0.58,0.9,8.16,0.24,84
CUST00551,1469.03,46,458.61,24,0.6,18,2022-09-19,2022-05-07,Returning,East,0.57,0.36,6,2.2,0.06,0.84,5.15,0.39,93
CUST00476,7873.85,20,152.26,22,0.52,5,2023-09-10,2022-09-22,Returning,North,0.96,0.52,9,3.9,0.08,0.69,5.98,0.08,37
CUST00665,4227.58,43,65.68,41,0.12,5,2022-07-31,2022-08-23,VIP,North,0.39,0.74,8,2.4,0.48,0.6,8.9,0.12,60
CUST01335,3751.17,7,243.43,29,0.67,19,2023-03-04,2023-07-10,VIP,North,0.83,0.28,9,3.6,0.13,0.53,9.06,0.27,37
CUST01086,4863.1,49,172.46,95,0.73,14,2023-10-16,2022-07-16,VIP,South,0.35,0.19,1,2.1,0.01,0.44,5.34,0.3,92
CUST01797,3352.77,21,43.96,33,0.23,16,2022-09-27,2022-03-08,New,East,0.24,0.25,0,2.1,0.62,0.35,1.59,0.1,79
CUST02910,8808.36,17,352.53,63,0.62,2,2023-08-20,2022-02-28,New,North,0.13,0.09,2,3.5,0.63,0.29,9.26,0.14,42
CUST00176,1608.51,44,152.27,11,0.66,8,2022-04-08,2023-02-12,Returning,South,0.47,0.55,8,2.8,0.73,0.04,1.09,0.19,83
CUST02978,2397.25,2,35.09,30,0.17,16,2022-07-07,2023-01-24,New,South,0.06,0.63,3,4.4,0.72,0.52,7.89,0.46,40
CUST02591,9772.34,51,262.09,41,0.5,4,2022-12-26,2023-08-19,Returning,West,0.85,0.53,1,4.1,0.51,0.92,7.99,0.4,70
CUST01123,1056.72,45,247.01,18,0.29,13,2023-03-18,2022-09-09,New,East,0.58,0.04,8,1.9,0.72,0.53,7.58,0.23,44
CUST02338,4857.72,11,495.84,34,0.36,11,2023-10-11,2022-02-02,Returning,South,0.71,0.09,3,3.6,0.06,0.28,7.05,0.22,83
CUST01219,4685.39,8,404.03,75,0.5,19,2023-11-24,2022-07-01,Returning,South,0.03,0.89,2,2.7,0.29,0.2,9.18,0.33,97
CUST02959,9515.34,7,410.73,26,0.45,5,2023-02-05,2022-04-19,New,East,0.96,0.47,1,1.1,0.36,0.68,4.32,0.09,81
CUST01716,5759.34,13,457.1,76,0.66,3,2023-04-02,2022-09-05,New,West,0.96,0.22,2,4.8,0.07,0.7,4.07,0.1,79
CUST02534,3794.02,41,366.65,16,0.24,6,2023-09-26,2023-11-22,New,West,0.93,0.26,8,4.8,0.11,0.69,1.83,0.25,24
CUST02708,1217.71,5,307.73,59,0.49,6,2023-03-26,2022-07-10,Returning,North,0.96,0.92,3,1.2,0.52,0.99,6.82,0.33,97
CUST01665,5445.2,1,135.76,49,0.6,7,2023-09-30,2023-06-07,VIP,North,0.89,0.78,0,4.4,0.13,0.16,7.56,0.11,87
CUST02328,7284.76,56,395.78,59,0.21,1,2023-02-28,2023-10-07,VIP,North,0.39,0.99,8,4.8,0.27,0.81,8.83,0.31,97
CUST01641,6782.67,3,330.97,68,0.29,14,2022-07-28,2022-12-15,VIP,East,0.61,0.42,0,1.8,0.69,0.51,6.28,0.28,8
CUST00783,961.35,14,214.94,28,0.35,12,2023-03-15,2023-11-16,Returning,West,0.11,0.76,5,4.2,0.7,0.14,4.1,0.42,17
CUST01435,12/05/2023,32,175.17,96,0.7,3,2022-10-23,2022-04-19,VIP,East,0.3,0.72,8,3.4,0.5,0.66,4.98,0.16,79
CUST02811,3455.76,24,83.32,82,0.52,11,2023-02-27,2022-12-20,New,West,0.78,0.38,2,2.6,0.93,0.46,6.29,0.02,72
CUST02301,4779.49,48,196.85,36,0.68,3,2023-08-04,2022-07-01,Returning,South,0.9,0.72,7,1.4,0.66,0.71,7.64,0.34,23
CUST00380,4264.91,35,152.24,69,0.32,7,2022-04-11,2022-12-15,Returning,North,0.28,0.7,5,5.0,0.22,0.03,8.26,0.42,15
CUST02348,6221.85,39,361.99,73,0.48,18,2022-08-13,2022-04-09,New,North,0.89,0.85,0,2.9,0.88,0.6,6.99,0.2,9
CUST01324,2649.68,39,239.11,85,0.3,10,2023-12-07,2023-02-25,VIP,North,0.49,0.6,1,4.2,0.94,0.34,6.18,0.08,66
CUST01142,2896.2,55,177.68,68,0.18,19,2023-06-01,2022-11-18,VIP,West,0.37,0.77,8,2.2,0.67,0.34,5.55,0.3,53
CUST00540,4003.3,41,350.16,22,0.26,1,2022-02-01,2022-11-04,Returning,East,0.03,0.93,4,1.6,0.12,0.21,3.08,0.48,80
CUST01286,8777.66,8,57.65,42,0.77,10,2023-03-13,2023-04-08,Returning,East,0.51,0.84,5,1.4,0.64,0.08,1.08,0.34,10
CUST02304,6951.57,51,274.67,98,0.88,2,2023-06-10,2022-08-27,Returning,West,0.83,0.98,8,1.8,0.64,0.65,2.22,0.32,39
CUST00816,1950.71,14,56.49,72,0.51,5,2023-08-12,2022-04-24,VIP,East,0.62,0.99,0,2.4,0.53,0.27,6.62,0.0,68
CUST02288,9292.04,46,76.91,81,0.3,1,2022-05-07,2022-12-05,Returning,East,0.76,0.03,8,4.4,0.87,0.79,1.21,0.07,2
CUST01113,1127.91,31,280.51,74,0.47,14,2022-05-16,2022-02-14,Returning,South,0.11,0.08,0,1.9,0.57,0.49,7.0,0.15,17
CUST00117,2460.22,13,55.02,11,0.13,11,2023-03-25,2022-08-30,VIP,North,0.89,0.64,3,4.6,0.94,0.39,1.79,0.42,38
CUST01237,5775.19,46,381.65,14,0.66,18,2022-10-01,2022-04-20,VIP,North,0.33,0.39,1,4.9,0.18,0.75,2.12,0.45,14
CUST00988,5641.47,40,23.07,76,0.54,8,2022-01-30,2023-11-15,Returning,West,0.35,0.86,6,1.1,0.86,0.57,9.46,0.47,93
CUST02204,9492.81,35,51.05,95,0.3,2,2023-01-05,2023-08-16,Returning,South,0.58,0.47,7,2.3,0.42,0.37,3.61,0.45,74
CUST00345,4584.84,32,450.5,79,0.71,16,2023-11-12,2023-05-26,VIP,West,0.16,0.08,0,1.2,0.82,0.98,5.48,0.3,54
CUST01735,6519.6,37,228.27,98,0.3,17,2022-08-15,2023-04-11,VIP,East,0.42,0.42,8,3.4,0.96,0.74,2.44,0.15,15
CUST00813,5941.19,25,23.35,93,0.73,11,2023-09-01,2023-10-29,Returning,West,0.98,0.23,9,1.1,0.27,0.34,6.7,0.46,0
CUST00948,9906.98,59,150.92,40,0.45,17,2022-09-20,2023-04-19,VIP,West,0.67,0.91,7,1.3,0.3,0.8,3.55,0.39,23
CUST01096,6201.68,58,275.89,22,0.76,3,2023-10-08,2022-03-19,VIP,South,0.33,0.56,3,3.3,0.09,0.6,8.75,0.09,11
CUST01015,156.37,41,277.96,43,0.16,15,2022-02-27,2022-06-20,VIP,North,0.14,0.54,9,1.1,0.17,0.68,2.63,0.35,88
CUST00355,6630.44,18,271.37,66,0.2,18,2023-04-10,2023-06-02,New,South,0.8,0.15,2,2.1,0.2,0.26,8.24,0.39,51
CUST01005,4081.18,4,130.9,35,0.16,0,2022-11-15,2022-03-29,New,North,0.68,0.91,8,4.7,0.63,0.23,9.44,0.13,82
CUST01146,7549.84,26,459.3,54,0.56,2,2023-07-05,2023-03-15,VIP,North,0.31,0.74,2,2.6,0.57,0.43,5.2,0.38,67
CUST01872,9165.43,33,419.5,43,0.7,0,2023-06-03,2023-01-05,Returning,North,0.03,0.1,4,3.4,0.3,0.91,6.75,0.41,17
CUST00330,9696.59,50,483.89,1,0.38,1,2022-05-21,2023-08-03,New,East,0.55,0.13,3,2.3,0.96,0.01,4.84,0.24,65
CUST01741,7560.38,43,135.02,84,0.23,3,2022-09-13,2022-06-14,New,South,0.83,0.48,6,3.4,0.6,0.26,4.63,0.0,4
CUST01577,7484.77,17,250.81,26,0.5,11,2022-02-21,2023-03-20,Returning,North,0.42,0.53,8,2.6,0.71,0.74,1.64,0.13,92
CUST01512,660.74,54,476.53,22,0.5,12,2023-04-10,2022-03-24,Returning,West,0.66,0.84,5,4.8,0.11,0.86,1.03,0.47,63
CUST00089,2513.35,47,483.5,50,0.12,16,2022-11-13,2023-03-21,Returning,South,0.84,0.71,2,1.9,0.93,0.29,4.07,0.32,16
CUST01920,4057.23,34,239.9,76,0.2,15,2023-06-20,2022-11-20,Returning,North,0.33,0.13,2,2.0,0.89,1.0,2.25,0.49,9
CUST00607,5014.55,28,450.38,81,0.48,5,2023-08-26,2022-09-26,Returning,North,0.87,0.4,5,4.0,0.7,0.69,9.66,0.45,88
CUST02121,5686.67,57,351.96,40,0.43,10,2022-01-13,2023-07-20,VIP,West,0.72,0.83,6,4.8,0.21,0.8,3.79,0.27,48
CUST00110,1263.2,11,53.61,12,0.35,11,2022-07-28,2022-05-23,VIP,South,0.48,0.58,4,4.6,0.39,0.17,3.78,0.39,48
CUST00428,4282.99,46,177.8,86,0.22,11,2022-09-19,2023-09-28,Returning,South,0.34,0.65,8,2.4,0.79,0.72,7.82,0.08,45
CUST02901,2954.27,47,119.49,28,0.48,18,2022-09-23,2023-04-18,VIP,North,0.32,1.0,2,3.8,0.66,0.09,4.62,0.2,71
,2212.9,26,306.06,6,0.69,7,2023-11-08,2022-04-16,Returning,South,0.79,0.33,2,1.5,0.16,0.49,6.83,0.21,53
CUST02223,9114.12,34,412.86,44,0.61,15,2022-05-21,2022-12-11,New,East,0.9,0.14,9,4.1,0.67,0.48,3.28,0.31,51
CUST02316,8029.51,47,34.86,4,0.48,15,2022-08-17,2022-12-12,New,East,0.45,0.19,8,4.8,0.57,0.14,8.39,0.28,37
CUST02009,7931.59,37,69.32,24,0.89,2,2023-04-29,2023-07-27,VIP,East,0.77,0.51,8,4.4,0.47,0.78,6.95,0.12,87
,2490.23,1,269.82,99,0.66,14,2023-10-23,2022-11-11,Returning,West,0.6,0.38,3,2.2,0.54,0.03,5.83,0.24,73
CUST02036,9865.26,4,282.62,65,0.19,19,2023-01-24,2022-11-04,New,West,0.86,0.33,4,1.5,0.47,0.16,8.71,0.34,46
CUST00138,325.22,15,124.45,84,0.58,17,2023-04-28,2022-11-20,Returning,East,0.3,0.93,2,2.6,0.03,0.19,8.37,0.0,42
CUST02679,9451.99,10,452.36,26,0.9,17,2023-11-26,2022-03-25,VIP,North,0.77,0.61,1,3.4,0.95,0.78,7.12,0.49,64
CUST01838,7936.83,55,241.61,91,0.31,16,2023-02-04,2023-05-02,VIP,North,0.16,0.15,9,1.4,0.45,0.21,4.29,0.26,56
CUST02751,8127.12,2,452.91,13,0.59,18,2023-03-09,2022-04-26,New,North,0.97,0.31,0,1.2,0.66,0.44,7.32,0.08,20
CUST00214,6599.97,47,194.02,70,0.16,3,2023-10-11,2022-06-16,VIP,West,0.76,0.21,8,1.3,0.43,0.8,4.73,0.34,42
CUST02656,8416.79,20,246.53,93,0.4,10,2022-09-19,2023-06-14,VIP,North,0.87,0.81,0,2.3,0.02,0.98,5.86,0.04,45
CUST01351,9798.52,13,201.73,67,0.32,15,2023-11-19,2023-10-04,VIP,South,0.82,0.3,5,4.5,0.39,0.56,9.51,0.07,9
CUST02385,1680.15,15,435.23,28,0.71,6,2023-02-17,2023-12-07,New,North,0.11,0.76,3,4.5,0.12,0.96,8.62,0.42,90
CUST01545,8567.33,51,209.7,60,0.5,19,2022-06-21,2022-06-15,New,East,0.36,0.21,1,4.3,0.31,0.38,1.48,0.17,60
CUST01996,4531.61,4,441.28,62,0.89,11,2023-06-11,2023-08-24,VIP,East,0.12,0.8,5,3.3,0.5,0.48,6.92,0.45,38
CUST01475,2925.4,33,413.04,71,0.13,2,2023-04-06,2022-04-19,Returning,South,0.21,0.86,9,1.3,0.47,0.0,6.18,0.27,77
CUST00505,9175.87,19,308.22,39,0.86,12,2023-01-26,2022-07-15,New,North,0.57,0.51,1,3.7,0.82,0.35,2.13,0.21,7
CUST02240,5791.16,46,273.1,42,0.49,15,2023-12-28,2022-01-15,VIP,East,0.86,0.88,3,2.4,0.22,0.88,9.06,0.44,58
CUST02912,4578.57,25,289.5,34,0.52,14,2023-01-12,2022-04-23,VIP,East,0.47,0.13,2,1.2,0.46,0.24,5.32,0.37,58
CUST01740,4389.7,15,63.93,73,0.22,7,2022-10-03,2023-01-28,VIP,North,0.56,0.48,0,4.7,0.55,0.43,4.45,0.28,75
CUST00015,4395.89,39,462.4,17,0.53,19,2023-08-31,2023-03-25,New,West,0.64,0.8,6,1.3,0.98,0.39,1.0,0.1,10
CUST02935,3874.68,48,393.68,10,0.21,3,2023-02-16,2023-09-01,VIP,East,0.6,0.39,6,4.0,0.01,1.0,4.5,0.18,63
CUST00524,5410.95,22,117.98,29,0.24,13,2022-06-30,2023-10-08,New,East,0.95,0.08,0,3.6,0.66,0.88,8.86,0.37,97
CUST00004,6850.01,27,234.09,59,0.8,15,2022-10-26,2023-02-20,Returning,East,0.58,0.35,7,2.0,0.77,0.45,1.86,0.17,95
CUST01521,2501.92,14,27.15,43,0.33,10,2023-01-19,2022-07-30,Returning,South,0.51,0.47,6,3.3,0.33,0.32,5.57,0.25,12
,12/05/2023,11,217.49,91,0.53,3,2023-03-19,2022-10-10,VIP,South,0.25,0.26,5,2.1,0.58,0.22,8.23,0.06,32
CUST02703,8170.68,11,97.07,2,0.57,6,2023-11-25,2022-11-06,New,South,0.16,1.0,7,2.6,0.08,0.6,1.77,0.27,96
CUST01693,6860.69,34,412.21,87,0.36,5,2023-06-01,2023-10-17,Returning,East,0.21,0.01,0,2.7,0.39,0.91,5.03,0.33,79
CUST00288,8516.99,17,408.5,7,0.24,19,2023-06-05,2023-02-20,New,West,0.37,0.56,2,2.7,0.7,0.8,7.42,0.02,25
CUST01512,4431.12,25,307.57,58,0.13,5,2023-11-20,2023-12-21,Returning,South,0.38,0.69,3,2.4,0.58,0.83,5.36,0.38,32
CUST02283,372.16,48,383.84,8,0.86,18,2022-02-27,2023-03-24,New,South,0.93,0.41,7,3.0,0.53,0.68,9.63,0.43,27
CUST01490,6196.1,9,94.31,60,0.49,4,2023-07-15,2023-02-20,VIP,South,0.02,0.05,4,3.0,0.2,0.57,1.04,0.46,96
CUST01029,4439.65,13,139.61,40,0.25,4,2022-08-10,2023-09-02,Returning,West,0.46,0.53,7,3.9,0.78,0.39,9.32,0.42,27
CUST01215,3813.55,54,213.99,82,0.6,5,2023-03-03,2022-11-06,VIP,South,0.6,0.46,1,4.4,0.47,0.03,2.01,0.19,46
CUST00370,5058.21,23,447.22,85,0.45,1,2022-12-25,2023-06-03,New,East,0.11,0.14,0,4.2,0.03,0.24,5.52,0.2,19
CUST00702,1114.43,36,431.36,45,0.45,19,2022-04-20,2023-09-04,New,West,0.35,0.15,4,1.3,1.0,0.54,9.07,0.38,21
CUST02086,8443.13,3,289.79,68,0.53,4,2023-03-11,2022-01-10,Returning,East,0.5,0.03,9,2.5,0.69,0.23,1.98,0.17,65
CUST02746,2838.28,51,297.15,79,0.36,13,2023-08-02,2023-03-20,New,West,0.28,0.8,8,2.0,0.83,0.88,1.87,0.24,93
CUST01460,8125.32,38,433.82,86,0.89,4,2023-01-13,2023-04-15,Returning,North,0.09,0.37,9,4.8,0.89,0.83,1.16,0.48,14
,497.11,37,70.29,54,0.35,4,2023-05-24,2023-10-09,New,South,0.42,0.58,0,3.1,0.48,0.24,6.43,0.11,22
CUST01534,9458.62,12,420.35,31,0.15,13,2022-07-01,2023-01-04,VIP,North,0.57,0.14,2,3.0,0.53,0.55,4.83,0.29,82
CUST02155,6404.32,52,375.43,68,0.17,13,2023-08-13,2023-05-18,VIP,South,0.91,0.74,7,3.3,0.34,0.01,1.53,0.3,76
CUST00701,6159.31,48,93.14,46,0.5,4,2023-03-07,2022-10-21,New,West,0.52,0.63,5,1.3,0.98,0.4,9.98,0.43,68
CUST02295,9863.66,28,128.43,66,0.3,13,2023-12-31,2023-11-22,VIP,South,0.38,0.22,1,1.4,0.71,0.82,9.0,0.39,57
